fips,state,county,total_population,senior_population,senior_share,living_alone_65_share,disability_share,median_income,diabetes_prev,chd_prev,copd_prev,poor_physical_health_prev,healthcare_support_workers,healthcare_support_per_1k_seniors,healthcare_support_wage,wage_geo_level,wage_year,wage_source
48355,TX,Nueces County,352955.0,56776.0,0.16085903302120666,0.24269057348175285,0.14006601408111516,66897.0,15.8,6.5,6.0,14.6,7185.0,126.54995068338734,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48357,TX,Ochiltree County,9786.0,1144.0,0.11690169630083794,0.3741258741258741,0.15941140404659718,70183.0,14.1,6.7,7.1,15.5,196.0,171.32867132867133,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48359,TX,Oldham County,2249.0,264.0,0.11738550466874166,0.19318181818181818,0.07781236104935527,79900.0,13.3,6.8,7.6,14.8,27.0,102.27272727272728,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48361,TX,Orange County,85307.0,13769.0,0.1614052774098257,0.24003195584283535,0.16278851676884665,72104.0,12.4,6.7,7.7,14.5,1183.0,85.91764107778341,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48363,TX,Palo Pinto County,29295.0,6008.0,0.20508619218296636,0.22303595206391477,0.17235023041474654,67674.0,14.4,8.0,9.1,15.9,427.0,71.07190412782955,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48365,TX,Panola County,22726.0,4613.0,0.20298336706855583,0.27747669629308475,0.16602129719264277,64894.0,13.8,7.5,8.4,14.9,220.0,47.69130717537394,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48367,TX,Parker County,165168.0,26355.0,0.1595648067422261,0.18159741984443178,0.13582534147050276,104443.0,10.7,5.9,6.4,12.7,1879.0,71.29576930373743,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48369,TX,Parmer County,9731.0,1522.0,0.15640735792827049,0.13534822601839686,0.12002877402116946,69735.0,15.0,6.8,6.4,15.5,148.0,97.24047306176084,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48371,TX,Pecos County,14896.0,2043.0,0.13715091299677765,0.38472834067547723,0.08968850698174007,72750.0,16.5,6.9,6.5,16.3,133.0,65.10034263338228,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48373,TX,Polk County,52800.0,10101.0,0.1913068181818182,0.25086625086625086,0.21020833333333333,62259.0,15.4,8.1,9.8,16.6,760.0,75.24007524007524,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48375,TX,Potter County,115975.0,16611.0,0.1432291442121147,0.3321293119017519,0.14094416900194007,53249.0,15.3,7.2,8.2,16.3,1751.0,105.41207633495877,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48377,TX,Presidio County,5930.0,1157.0,0.19510961214165262,0.35350043215211757,0.16694772344013492,43802.0,22.2,10.6,8.4,19.2,58.0,50.129645635263614,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48379,TX,Rains County,12775.0,3150.0,0.2465753424657534,0.18571428571428572,0.1870058708414873,65413.0,14.1,8.3,8.8,15.0,79.0,25.07936507936508,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48381,TX,Randall County,146070.0,23213.0,0.15891695762305744,0.27088269504157153,0.12248921749845965,83864.0,10.8,5.6,5.8,12.5,1818.0,78.31818377633223,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48383,TX,Reagan County,3232.0,332.0,0.10272277227722772,0.5331325301204819,0.10922029702970297,57813.0,14.5,5.9,5.5,14.3,0.0,0.0,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48385,TX,Real County,2802.0,1062.0,0.37901498929336186,0.2495291902071563,0.3379728765167737,39605.0,18.3,10.5,11.0,17.8,63.0,59.32203389830509,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48387,TX,Red River County,11611.0,3000.0,0.25837567823615537,0.2813333333333333,0.18775299285160624,48491.0,16.9,9.7,10.7,17.0,87.0,29.0,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48389,TX,Reeves County,12664.0,1595.0,0.12594756790903347,0.30094043887147337,0.09752053063802905,64297.0,17.6,7.0,6.2,17.3,164.0,102.82131661442007,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48391,TX,Refugio County,6707.0,1511.0,0.2252870135679141,0.29185969556585045,0.20023855673177277,60181.0,17.6,8.6,8.4,16.9,129.0,85.37392455327597,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48393,TX,Roberts County,832.0,148.0,0.1778846153846154,0.16891891891891891,0.1141826923076923,67868.0,11.6,6.9,6.7,13.0,6.0,40.54054054054054,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48395,TX,Robertson County,17167.0,3576.0,0.2083066348226248,0.2681767337807606,0.1961903652356265,72236.0,15.4,8.0,8.7,15.7,362.0,101.23042505592841,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48397,TX,Rockwall County,123617.0,15613.0,0.12630139867493953,0.20143470185102158,0.08990672803902376,127981.0,9.4,4.5,4.5,10.7,1600.0,102.4787036443989,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48399,TX,Runnels County,9874.0,2113.0,0.21399635406117076,0.28206341694273546,0.1547498480858821,62632.0,14.7,7.8,7.8,15.2,340.0,160.9086606720303,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48401,TX,Rusk County,52842.0,9225.0,0.1745770409901215,0.23696476964769647,0.14140267211687674,68658.0,13.9,7.1,8.0,15.0,670.0,72.62872628726286,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48403,TX,Sabine County,10023.0,3061.0,0.3053975855532276,0.26037242731133614,0.25870497854933655,66585.0,16.6,10.4,11.1,16.9,81.0,26.461940542306436,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48405,TX,San Augustine County,7874.0,2111.0,0.2680975361950724,0.21269540502131692,0.21780543561087123,50408.0,20.9,11.9,14.1,20.1,150.0,71.05637138796779,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48407,TX,San Jacinto County,28441.0,6130.0,0.21553391230969376,0.19119086460032628,0.23416898140009143,65364.0,16.4,9.0,10.1,17.0,349.0,56.93311582381729,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48409,TX,San Patricio County,70181.0,10837.0,0.15441501261025065,0.2445326197287072,0.18448012994970148,69704.0,15.4,6.8,6.9,15.6,1552.0,143.21306634677495,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48411,TX,San Saba County,5696.0,1283.0,0.22524578651685392,0.2774746687451286,0.14027387640449437,55819.0,14.2,8.2,8.6,15.4,47.0,36.632891660171474,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48413,TX,Schleicher County,2381.0,545.0,0.22889542209155816,0.25321100917431194,0.0986980260394792,86694.0,14.8,7.4,6.7,14.7,13.0,23.853211009174313,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48415,TX,Scurry County,16488.0,2564.0,0.15550703541969918,0.3330733229329173,0.12263464337700146,60039.0,13.6,6.7,7.0,14.7,124.0,48.361934477379094,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48417,TX,Shackelford County,3175.0,638.0,0.20094488188976378,0.274294670846395,0.16,73047.0,12.3,7.0,7.1,13.4,31.0,48.589341692789965,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48419,TX,Shelby County,24155.0,4457.0,0.1845166632167253,0.3004262957146062,0.16294762989029188,49776.0,16.4,8.5,10.1,17.1,516.0,115.77294144043078,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48421,TX,Sherman County,2295.0,422.0,0.18387799564270152,0.23222748815165878,0.1655773420479303,61250.0,12.9,6.5,6.2,13.9,22.0,52.132701421800945,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48423,TX,Smith County,241740.0,42158.0,0.17439397700008274,0.22674225532520517,0.1333002399271945,74192.0,13.2,6.5,7.0,13.7,4133.0,98.03595996014991,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48425,TX,Somervell County,9691.0,1946.0,0.20080487049840057,0.24511819116135664,0.12258796821793416,79825.0,12.3,6.9,7.1,13.8,51.0,26.20760534429599,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48427,TX,Starr County,66067.0,7519.0,0.11380870934051796,0.2993749168772443,0.16664900782538938,37639.0,20.0,7.6,7.2,19.9,2667.0,354.7014230615773,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48429,TX,Stephens County,9351.0,1904.0,0.2036145866752219,0.296218487394958,0.17784194203828468,58008.0,13.8,7.7,8.4,15.3,178.0,93.4873949579832,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48431,TX,Sterling County,1468.0,230.0,0.1566757493188011,0.10869565217391304,0.12534059945504086,64954.0,10.5,5.1,4.9,12.0,14.0,60.869565217391305,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48433,TX,Stonewall County,1227.0,343.0,0.2795436022819886,0.3294460641399417,0.1466992665036675,56875.0,15.8,9.4,9.6,16.4,34.0,99.12536443148689,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48435,TX,Sutton County,3277.0,631.0,0.19255416539517853,0.35974643423137875,0.12175770521818736,78906.0,17.4,8.2,7.6,16.6,51.0,80.82408874801902,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48437,TX,Swisher County,6937.0,1127.0,0.16246215943491424,0.35048802129547474,0.13608187977511893,36165.0,16.6,8.2,8.9,17.0,137.0,121.56166814551908,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48439,TX,Tarrant County,2167390.0,266889.0,0.1231384291705692,0.24669057173581527,0.10393837749551303,84207.0,11.7,5.1,5.4,12.8,26283.0,98.47914301451165,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48441,TX,Taylor County,145863.0,21812.0,0.1495375797837697,0.26512928663121216,0.14116671122903,67139.0,11.2,5.8,6.3,13.0,2607.0,119.5213643865762,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48443,TX,Terrell County,835.0,317.0,0.37964071856287424,0.45425867507886436,0.25269461077844313,44886.0,15.0,7.8,5.6,13.0,0.0,0.0,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48445,TX,Terry County,11629.0,1882.0,0.16183678734198986,0.25770456960680127,0.14463840399002495,44100.0,16.4,7.6,8.2,17.2,302.0,160.4675876726886,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48447,TX,Throckmorton County,1639.0,434.0,0.2647956070774863,0.3870967741935484,0.17266625991458207,59216.0,15.4,9.7,9.7,15.9,11.0,25.34562211981567,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48449,TX,Titus County,31363.0,4763.0,0.15186684947230814,0.2200293932395549,0.15004942129260593,58425.0,15.6,7.5,8.5,16.5,465.0,97.62754566449716,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48451,TX,Tom Green County,119577.0,20295.0,0.16972327454276323,0.28322246858832223,0.14907549110614918,68370.0,12.9,6.4,6.5,13.9,2060.0,101.50283321015029,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48453,TX,Travis County,1330015.0,146405.0,0.11007770589053507,0.26160991769406783,0.09572298056788833,99611.0,9.0,4.1,4.0,10.3,12044.0,82.26494996755575,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48455,TX,Trinity County,14046.0,3815.0,0.2716075751103517,0.28859764089121887,0.24156343442973088,52018.0,16.4,9.5,10.5,16.8,139.0,36.435124508519,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48457,TX,Tyler County,20238.0,4538.0,0.22423164344302796,0.21881886293521374,0.23233521098922819,55396.0,15.3,9.0,10.7,16.9,181.0,39.88541207580432,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48459,TX,Upshur County,42567.0,7863.0,0.18472055817887095,0.2532112425282971,0.19745342636314517,66208.0,13.9,7.7,9.0,15.6,497.0,63.207427190639706,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48461,TX,Upton County,3191.0,611.0,0.19147602632403635,0.28805237315875615,0.10780319649012848,49167.0,16.6,7.7,8.0,17.0,27.0,44.189852700491,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48463,TX,Uvalde County,24881.0,4098.0,0.16470399099714642,0.25134211810639334,0.18194606326112295,53801.0,15.7,7.0,6.6,15.7,283.0,69.05807711078575,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48465,TX,Val Verde County,47741.0,6647.0,0.13923043086655076,0.28719723183391005,0.15098133679646425,66100.0,15.6,6.4,5.6,15.6,1215.0,182.7892282232586,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48467,TX,Van Zandt County,62649.0,12751.0,0.20353078261424765,0.25825425456826917,0.14511005762262766,69475.0,13.4,7.7,8.5,15.2,819.0,64.23025645047447,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48469,TX,Victoria County,91413.0,15625.0,0.17092754859812062,0.256896,0.15914585452834937,70896.0,14.5,6.8,6.9,14.9,1190.0,76.16000000000001,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48471,TX,Walker County,80209.0,11123.0,0.13867521101123315,0.31277533039647576,0.11997406774800833,52324.0,13.3,6.4,7.3,14.3,883.0,79.38505798795289,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48473,TX,Waller County,61552.0,7143.0,0.11604821939173382,0.1506369872602548,0.1068364959708864,80397.0,11.1,5.0,5.4,12.6,770.0,107.79784404311914,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48475,TX,Ward County,11144.0,1510.0,0.1354989231873654,0.27483443708609273,0.1342426417803302,65952.0,14.4,6.4,6.4,15.3,48.0,31.788079470198674,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48477,TX,Washington County,36647.0,8464.0,0.2309602423117854,0.2696124763705104,0.14186700139165553,77825.0,13.2,7.2,7.1,13.5,715.0,84.47542533081285,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48479,TX,Webb County,269294.0,27741.0,0.1030138064717372,0.2215132835874698,0.13445527936010457,63058.0,16.1,5.8,5.0,16.1,4702.0,169.4964132511445,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48481,TX,Wharton County,41794.0,7589.0,0.18158108819447769,0.22677559625774146,0.14255634780111978,66924.0,15.0,7.3,7.4,15.2,893.0,117.6703122941099,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48483,TX,Wheeler County,4862.0,1005.0,0.20670505964623612,0.21492537313432836,0.16680378445084326,60167.0,14.7,8.3,9.1,15.9,135.0,134.32835820895522,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48485,TX,Wichita County,129996.0,20006.0,0.15389704298593804,0.29416175147455764,0.14554293978276256,63524.0,12.1,6.2,7.1,13.8,2411.0,120.51384584624613,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48487,TX,Wilbarger County,12616.0,2499.0,0.19808180088776156,0.3405362144857943,0.2231293595434369,54102.0,16.5,8.5,9.9,17.3,529.0,211.68467386954782,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48489,TX,Willacy County,20139.0,2967.0,0.1473260837181588,0.2103134479271992,0.11837727791846665,54180.0,18.8,7.7,7.2,18.5,719.0,242.3323222109875,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48491,TX,Williamson County,672688.0,86908.0,0.12919510976857027,0.2290813273806784,0.10543520919059059,111340.0,9.8,4.5,4.3,10.5,6964.0,80.1307129378193,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48493,TX,Wilson County,52781.0,9039.0,0.17125480760122014,0.18586126783936277,0.1509065762300828,94565.0,13.1,6.3,6.1,13.5,544.0,60.18364863369842,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48495,TX,Winkler County,7454.0,933.0,0.12516769519720955,0.27116827438370844,0.11322779715588946,86900.0,14.1,6.1,6.0,15.0,5.0,5.359056806002144,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48497,TX,Wise County,75005.0,11658.0,0.15542963802413173,0.20415165551552583,0.150976601559896,93421.0,11.9,6.4,7.2,14.1,831.0,71.28152341739579,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48499,TX,Wood County,46961.0,12954.0,0.2758459146951726,0.2748957850856878,0.2143693703285705,60300.0,14.6,8.8,9.3,15.5,460.0,35.51026709896557,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48501,TX,Yoakum County,7571.0,971.0,0.12825254259675076,0.21730175077239958,0.13485669000132083,84925.0,13.5,6.0,5.8,14.6,141.0,145.21112255406797,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48503,TX,Young County,18029.0,3827.0,0.21226912197015918,0.32636529918996604,0.1773808863497698,68010.0,13.4,7.5,8.1,14.6,211.0,55.13457015939378,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48505,TX,Zapata County,13841.0,1950.0,0.14088577414926667,0.3112820512820513,0.15071165378224116,39239.0,20.8,8.4,7.8,20.0,597.0,306.1538461538462,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
48507,TX,Zavala County,9412.0,1477.0,0.15692732681682958,0.17738659444820581,0.18827029324266895,36749.0,22.6,9.0,8.4,20.9,253.0,171.29316181448883,34160,state,2025,"BLS OEWS annual mean wage, SOC 31-0000"
