fips,state,county,total_population,senior_population,senior_share,living_alone_65_share,disability_share,median_income,diabetes_prev,chd_prev,copd_prev,poor_physical_health_prev,healthcare_support_workers,healthcare_support_per_1k_seniors,healthcare_support_wage,senior_share_score,living_alone_65_share_score,disability_share_score,diabetes_prev_score,chd_prev_score,copd_prev_score,poor_physical_health_prev_score,healthcare_support_per_1k_seniors_score,median_income_score,healthcare_support_wage_score,care_demand_score,access_constraint_score,care_gap_score,priority_tier,high_gap
24023,MD,Garrett County,28615.0,6925.0,0.2420059409400664,0.292129963898917,0.195771448540975,67688.0,14.1,8.3,9.3,15.0,454.0,65.55956678700362,39650,20.235843746167816,24.68314357123022,18.218105509695555,41.139240506329116,46.66666666666668,46.400000000000006,46.21848739495799,18.483028971559065,24.605045427581253,50.0,30.447493030960977,74.95282043736815,46.024357623203485,Develop,0
48507,TX,Zavala County,9412.0,1477.0,0.1569273268168295,0.1773865944482058,0.1882702932426689,36749.0,22.6,9.0,8.4,20.9,253.0,171.29316181448883,39650,8.457801417717475,9.243136544384791,17.063905669150923,94.93670886075951,54.44444444444445,39.2,95.7983193277311,48.29221161166635,0.45583689781135844,50.0,35.35164923321078,65.80253254424011,46.00945839207104,Develop,0
39073,OH,Hocking County,27799.0,5617.0,0.2020576279722292,0.2745237671354816,0.1744667074355192,62960.0,15.7,9.2,10.9,16.7,568.0,101.12159515755742,39650,14.705512464515447,22.31403237077662,14.939953303952707,51.26582278481013,56.666666666666664,59.20000000000001,60.50420168067227,28.508934157843058,20.914639857629027,50.0,32.775142745750806,70.54569425589762,45.99483577430219,Develop,0
29013,MO,Bates County,16186.0,3131.0,0.1934387742493513,0.2810603641009262,0.1765723464722599,60733.0,13.8,8.5,10.7,16.8,247.0,78.88853401469179,39650,13.512342770616398,23.193604790178806,15.263947161405502,39.240506329113934,48.88888888888889,57.599999999999994,61.34453781512607,22.24082816859646,19.1763714134066,50.0,30.61730914677491,74.51463308324998,45.981372524541186,Develop,0
24001,MD,Allegany County,67452.0,14262.0,0.211439245685821,0.3372598513532464,0.1965249362509636,59603.0,13.3,7.9,9.7,15.5,1071.0,75.09465713083718,39650,16.004277044530443,30.755875989245073,18.33404436979589,36.07594936708862,42.22222222222223,49.599999999999994,50.4201680672269,21.171230857396502,18.29435823784695,50.0,30.113093499132326,75.36751555707784,45.95214121941325,Develop,0
26113,MI,Missaukee County,15207.0,3341.0,0.2197014532780956,0.2642921281053577,0.1822844742552771,66194.0,13.3,8.6,10.3,16.0,221.0,66.147859922179,39650,17.14807365841623,20.937250607459834,16.14287003583497,36.07594936708862,50.0,54.400000000000006,54.6218487394958,18.648884842702056,23.438914733522743,50.0,30.165959823548473,75.21143891645704,45.93187750606647,Develop,0
48343,TX,Morris County,12076.0,2643.0,0.2188638622060285,0.2709042754445706,0.2165452136469029,58645.0,15.9,8.4,9.4,16.1,267.0,101.02156640181612,39650,17.032119923127965,21.82698917683171,21.414556645454358,52.53164556962027,47.777777777777786,47.2,55.462184873949596,28.480733324906467,17.546598395204345,50.0,32.11215050853239,71.57161715274015,45.9229638340051,Develop,0
29119,MO,McDonald County,23701.0,3687.0,0.1555630564111219,0.2354217521019799,0.1519767098434665,52375.0,15.8,9.0,11.9,18.7,403.0,109.30295633306211,39650,8.268935687457681,17.052417780136413,11.479426144828539,51.8987341772152,54.44444444444445,67.2,77.31092436974791,30.815482889699812,12.652596084798152,50.0,32.00639211699135,71.75570558522567,45.91865183087336,Develop,0
17065,IL,Hamilton County,7916.0,1816.0,0.2294087923193532,0.3529735682819383,0.1906265790803436,65746.0,13.9,8.7,10.1,15.7,177.0,97.4669603524229,39650,18.491930176329628,32.87033280673536,17.426466452119364,39.873417721519,51.11111111111111,52.800000000000004,52.10084033613446,27.478592984247012,23.08923163383184,50.0,32.62736267239304,70.46000436851459,45.86878726603558,Develop,0
29213,MO,Taney County,56529.0,12868.0,0.2276353729943922,0.2398974199564812,0.1626598736931486,56497.0,13.3,8.3,9.5,15.9,773.0,60.07149518184645,39650,18.2464230287258,17.654669077567682,13.123240400293925,36.07594936708862,46.66666666666668,48.0,53.781512605042025,16.935791986213104,15.869992819007775,50.0,28.286867062755125,78.42431656188046,45.834974387448995,Develop,0
48207,TX,Haskell County,5421.0,1230.0,0.2268954067515218,0.2788617886178862,0.1855746172292935,60653.0,14.9,8.2,9.0,16.1,98.0,79.67479674796749,39650,18.143984198239828,22.897761805353703,16.649123052198505,46.20253164556963,45.55555555555555,44.0,55.462184873949596,22.462497065915546,19.11392800274751,50.0,30.42251213831019,74.41144821292221,45.8186397644244,Develop,0
29105,MO,Laclede County,36390.0,6652.0,0.1827974718329211,0.2739025856885147,0.1932948612256114,53282.0,14.0,8.6,11.1,17.2,691.0,103.87853277209862,39650,12.039191008776355,22.230445441509787,17.83703398526878,40.50632911392405,50.0,60.8,64.70588235294117,29.286190022999985,13.360548253145588,50.0,31.512992512160835,72.38443101140632,45.817995986896754,Develop,0
29163,MO,Pike County,17711.0,3377.0,0.1906724634407995,0.2626591649392952,0.1543108802439162,54989.0,13.5,8.3,10.3,16.5,221.0,65.44270062185372,39650,13.129382538688104,20.7175171023407,11.838584034095465,37.34177215189874,46.66666666666668,54.400000000000006,58.82352941176471,18.45008121393769,14.692934528083923,50.0,28.48088682987524,77.9445749739091,45.79317768028709,Develop,0
48161,TX,Freestone County,20049.0,4037.0,0.2013566761434485,0.2605895466930889,0.1742231532744775,59960.0,14.7,7.9,8.6,15.3,184.0,45.57839980183304,39650,14.60847467899598,20.4390267597851,14.902477720171392,44.936708860759495,42.22222222222223,40.8,48.73949579831934,12.849793329958104,18.573011957913142,50.0,27.368310915881143,79.86071008114911,45.74065062372493,Develop,0
39043,OH,Erie County,74581.0,17683.0,0.2370979203818667,0.2864332975173896,0.155213794398037,71993.0,14.4,8.3,8.9,14.3,660.0,37.323983486964885,39650,19.55639128353547,23.916593230400643,11.977515082882984,43.03797468354431,46.66666666666668,43.2,40.336134453781526,10.522648362897975,27.96528146367355,50.0,28.19616740241981,78.32295896130405,45.7405444480293,Develop,0
48133,TX,Eastland County,18011.0,3950.0,0.2193104214091388,0.3020253164556962,0.1727277774693243,53549.0,14.1,8.2,9.1,15.6,315.0,79.74683544303797,39650,17.093940314193265,26.014674218632145,14.672384828180226,41.139240506329116,45.55555555555555,44.8,51.26050420168068,22.482806737765372,13.5689531362203,50.0,29.38569320333572,76.06377035336295,45.72302020584525,Develop,0
12077,FL,Liberty County,7687.0,1085.0,0.1411473917002731,0.2202764976958525,0.194874463379732,58671.0,14.3,8.4,10.0,17.1,61.0,56.22119815668203,39650,6.273271901595049,15.014453969474415,18.080086752730033,42.40506329113925,47.777777777777786,52.0,63.86554621848741,15.850288299216055,17.566892503668548,50.0,28.041342150106374,78.51227368433061,45.706168187084856,Develop,0
39123,OH,Ottawa County,39994.0,11070.0,0.2767915187278091,0.2763324299909666,0.1541481222183327,76101.0,13.8,8.5,8.5,14.3,450.0,40.65040650406504,39650,25.05146059448853,22.5574082393045,11.813540520169251,39.240506329113934,48.88888888888889,40.0,40.336134453781526,11.460457686691603,31.171750601017827,50.0,28.855737455730093,76.84522309201427,45.65205742842956,Develop,0
48023,TX,Baylor County,3485.0,950.0,0.2725968436154949,0.2231578947368421,0.230416068866571,45370.0,14.9,8.9,9.7,16.1,137.0,144.21052631578948,39650,24.47076165461898,15.40217825169642,23.548859728923905,46.20253164556963,53.33333333333334,49.599999999999994,55.462184873949596,40.656878416513734,7.184894938961565,50.0,33.59759408247925,67.98324838922898,45.63257308984165,Develop,0
06009,CA,Calaveras County,46248.0,13517.0,0.2922720982528974,0.2079603462306725,0.2018465663380038,78647.0,13.2,8.7,8.4,15.7,756.0,55.92957017089591,39650,27.19454817054288,13.357177683477278,19.15288151602673,35.44303797468354,51.11111111111111,39.2,52.10084033613446,15.768070420508677,33.15901214524337,50.0,30.41828894055557,73.87985762514722,45.62983798016265,Develop,0
17169,IL,Schuyler County,6787.0,1744.0,0.2569618388094887,0.2029816513761468,0.1797554147635185,65948.0,14.4,8.7,9.8,15.5,125.0,71.67431192660551,39650,22.306295880130417,12.687238462532433,15.753724638088729,43.03797468354431,51.11111111111111,50.4,50.4201680672269,20.206942308816906,23.246901245746045,50.0,30.127330053218444,74.41211135642689,45.6270035093414,Develop,0
48419,TX,Shelby County,24155.0,4457.0,0.1845166632167253,0.3004262957146062,0.1629476298902918,49776.0,16.4,8.5,10.1,17.1,516.0,115.77294144043078,39650,12.277190993823389,25.799508047404217,13.167517334132823,55.69620253164557,48.88888888888889,52.800000000000004,63.86554621848741,32.63954805739029,10.62396578101096,50.0,31.697791186295234,71.36105883413205,45.57993486303812,Develop,0
39099,OH,Mahoning County,226491.0,50896.0,0.2247153308519985,0.3200447972335744,0.1671986966369524,56942.0,14.8,8.4,9.5,15.3,4616.0,90.69475007859164,39650,17.842180666430682,28.439397417562233,13.821627316664214,45.569620253164565,47.777777777777786,48.0,48.73949579831934,25.569322303746926,16.217334290798963,50.0,30.499469625501018,73.5716724456995,45.574740612570494,Develop,0
48105,TX,Crockett County,2822.0,537.0,0.1902905740609496,0.1582867783985102,0.1739900779588944,81022.0,16.5,7.7,7.4,16.6,0.0,0.0,39650,13.076514854758242,6.673042120362914,14.866614512254388,56.329113924050645,40.00000000000001,31.200000000000006,59.66386554621851,0.0,35.012800899185116,50.0,25.962705881221794,81.99615973024447,45.574414728379736,Develop,0
48293,TX,Limestone County,22283.0,4657.0,0.2089934030426782,0.2404981747906377,0.1817080285419378,60573.0,16.1,8.4,9.3,16.3,387.0,83.10070861069357,39650,15.665681517598875,17.73550737702839,16.054172558718466,53.7974683544304,47.777777777777786,46.400000000000006,57.14285714285715,23.42835500726678,19.051484592088418,50.0,30.299391325204205,73.89895936837674,45.559240140314586,Develop,0
39023,OH,Clark County,135158.0,27405.0,0.2027626925524201,0.3233716475095785,0.1674114739786028,63132.0,15.0,8.4,9.9,15.8,2297.0,83.81682174785624,39650,14.80311960768953,28.88706242761609,13.854367283247743,46.83544303797469,47.777777777777786,51.2,52.941176470588246,23.630246821227264,21.048893190546067,50.0,30.68015245134842,73.1886962911612,45.55814279528289,Develop,0
48063,TX,Camp County,12798.0,2401.0,0.187607438662291,0.2573927530195752,0.1816690107829348,58843.0,16.1,8.3,9.5,16.7,206.0,85.79758433985839,39650,12.70506919095619,20.008862323977514,16.048168911356324,53.7974683544304,46.66666666666668,48.0,60.50420168067227,24.18867778970361,17.701145836585592,50.0,30.284064098783876,73.88588346468734,45.54470087685009,Develop,0
29121,MO,Macon County,15163.0,3378.0,0.22277913341687,0.2841918294849023,0.1577524236628635,62357.0,12.9,8.2,9.3,15.5,182.0,53.87803433984607,39650,17.57413897837324,23.614978572074612,12.368132977879284,33.54430379746836,45.55555555555555,46.400000000000006,50.4201680672269,15.189686546730508,20.443972649786133,50.0,28.001410868005443,78.01248060436238,45.50528527573037,Develop,0
39171,OH,Williams County,36719.0,7368.0,0.2006590593425747,0.2875950054288816,0.1675971567853155,61048.0,14.4,8.3,9.5,15.3,472.0,64.06080347448426,39650,14.511898585292482,24.072914056627408,13.882938224306393,43.03797468354431,46.66666666666668,48.0,48.73949579831934,18.060486738831916,19.422242342876768,50.0,28.65991311453154,76.74005959077942,45.487964381218305,Develop,0
17045,IL,Edgar County,16535.0,4080.0,0.2467493196250378,0.2656862745098039,0.1765346235258542,59941.0,13.6,8.6,9.8,15.4,346.0,84.80392156862746,39650,20.892503654268076,21.1248486393474,15.258142746352776,37.9746835443038,50.0,50.4,49.57983193277312,23.908537168148104,18.558181647881607,50.0,30.238933306447375,73.78285006315406,45.479304171294714,Develop,0
17085,IL,Jo Daviess County,21851.0,6541.0,0.2993455677085717,0.2646384344901391,0.1371104297286165,73993.0,13.2,8.5,8.6,13.8,254.0,38.831982877235895,39650,28.17377924425613,20.983850014816117,9.191957420920573,35.44303797468354,48.88888888888889,40.8,36.13445378151262,10.947794497710413,29.526366730150798,50.0,28.156051861979066,77.62080300721404,45.4687147628113,Develop,0
48169,TX,Garza County,5118.0,763.0,0.1490816725283313,0.2988204456094364,0.1117624071903087,46314.0,14.9,6.9,7.5,16.3,18.0,23.591087811271297,39650,7.371671263193935,25.583422908658722,5.291667077852569,46.20253164556963,31.111111111111118,32.0,57.14285714285715,6.6509707256448785,7.92172718473883,50.0,23.384414657621598,86.46544794547367,45.46277630836982,Develop,0
17177,IL,Stephenson County,43768.0,10671.0,0.2438082617437397,0.2723268672101958,0.1538110034728569,64043.0,13.9,8.3,9.1,14.8,616.0,57.72654858963546,39650,20.485351932612446,22.0184148510361,11.761668190268194,39.873417721519,46.66666666666668,44.8,44.53781512605043,16.274687620752495,21.759967529426458,50.0,28.364223800285778,77.02093154975819,45.394071512601116,Develop,0
26059,MI,Hillsdale County,45654.0,9763.0,0.2138476365707276,0.2539178531189183,0.1618040040303149,64242.0,13.5,8.7,10.5,16.1,716.0,73.33811328485098,39650,16.337687856145163,19.541275576781857,12.991548069034934,37.34177215189874,51.11111111111111,56.00000000000001,55.462184873949596,20.676013265421616,21.915295513440945,50.0,29.605429728056503,74.55360404998582,45.33729074073176,Develop,0
48049,TX,Brown County,38347.0,8062.0,0.2102380890291287,0.2451004713470602,0.2217904920854304,57470.0,14.0,7.8,8.5,15.5,556.0,68.9655172413793,39650,15.83799231961556,18.354797986245806,22.2216455933032,40.50632911392405,41.111111111111114,40.0,50.4201680672269,19.44325924776644,16.62946080114896,50.0,28.36080772572761,76.81736917338378,45.32060423240727,Develop,0
12081,FL,Manatee County,429792.0,122539.0,0.2851123334077879,0.2445180717975501,0.1533462698235425,78457.0,14.0,8.8,8.3,14.5,5432.0,44.32874431813545,39650,26.203370607573877,18.276429596160053,11.69015980487914,40.50632911392405,52.222222222222236,38.400000000000006,42.01680672268908,12.49748138462919,33.010709044928035,50.0,28.944874858176846,75.72317252497554,45.31727904155639,Develop,0
48123,TX,DeWitt County,20016.0,4060.0,0.2028377298161471,0.3061576354679803,0.1385891286970423,63730.0,16.0,8.2,8.6,16.2,285.0,70.19704433497537,39650,14.81350755391427,26.570724079223357,9.419484254547914,53.16455696202532,45.55555555555555,40.8,56.30252100840336,19.790460305762274,21.515657685222767,50.0,29.155145703870076,75.16054952626392,45.25703704170792,Develop,0
12071,FL,Lee County,817666.0,236549.0,0.2892978306545704,0.2143445966797577,0.136863951784714,76107.0,14.5,8.9,8.2,14.6,10079.0,42.60850817378218,39650,26.782798989738275,14.216250170775632,9.154031955810646,43.67088607594937,53.33333333333334,37.599999999999994,42.85714285714286,12.012499923459625,31.17643385681726,50.0,28.405079890855596,76.54019488505203,45.25237013882435,Develop,0
12127,FL,Volusia County,579622.0,147134.0,0.2538447470937956,0.258023298489812,0.1703644789190196,70044.0,13.5,8.3,8.4,15.0,7570.0,51.449698913915206,39650,21.874774533109935,20.09370928757817,14.308745001854136,37.34177215189874,46.66666666666668,39.2,46.21848739495799,14.505072595940325,26.44400387149146,50.0,28.28719164813738,76.5890089107854,45.192827690064185,Develop,0
48437,TX,Swisher County,6937.0,1127.0,0.1624621594349142,0.3504880212954747,0.1360818797751189,36165.0,16.6,8.2,8.9,17.0,137.0,121.56166814551908,39650,9.224027966286565,32.53587458818847,9.033694840676805,56.96202531645571,45.55555555555555,43.2,63.025210084033624,34.27154791099205,0.0,50.0,29.867406243539765,73.65064864895439,45.19154108543488,Develop,0
26019,MI,Benzie County,18310.0,5261.0,0.2873293282359366,0.2222011024520053,0.1743855816493719,74834.0,12.8,8.5,9.0,14.6,267.0,50.7508078312108,39650,26.510285091277947,15.273431120844055,14.927470510874633,32.9113924050633,48.88888888888889,44.0,42.85714285714286,14.308036148589201,30.182803084704485,50.0,28.76982245823053,75.5757391928646,45.15189331535245,Develop,0
12021,FL,Collier County,398291.0,134721.0,0.3382476631407689,0.2161875282992258,0.1128647144926699,90045.0,13.7,9.4,8.0,14.4,4325.0,32.10338403070048,39650,33.55927513400043,14.464237285767984,5.461278672603019,38.607594936708864,58.8888888888889,36.0,41.176470588235304,9.050819067372963,42.05563707889725,50.0,29.119005552269222,74.90535838927569,45.14422904522148,Develop,0
48093,TX,Comanche County,13950.0,3338.0,0.2392831541218638,0.2231875374475734,0.1738351254480286,59635.0,14.8,8.5,8.7,15.7,259.0,77.59137207908927,39650,19.858908852168668,15.406167010821905,14.84277202983389,45.569620253164565,48.88888888888889,41.599999999999994,52.10084033613446,21.875122859492773,18.319335602110588,50.0,29.06014161845102,74.9728817466458,45.129600663319195,Develop,0
48311,TX,McMullen County,700.0,121.0,0.1728571428571428,0.140495867768595,0.15,43875.0,17.8,9.5,9.1,17.0,12.0,99.17355371900828,39650,10.663080024341994,4.27907559789762,11.175270572066665,64.55696202531647,60.00000000000001,44.8,63.025210084033624,27.959728174474062,6.0179837022698175,50.0,28.780902671118486,75.31675439335832,45.06845077390243,Develop,0
48265,TX,Kerr County,53489.0,15544.0,0.2906018059787993,0.2610653628409676,0.1609115892987343,69395.0,14.7,8.7,8.4,14.8,1240.0,79.77354606278949,39650,26.963317639722117,20.503053158015362,12.854232562299245,44.936708860759495,51.11111111111111,39.2,44.53781512605043,22.490337189580586,25.937431702519593,50.0,30.365697405884788,72.3490850349748,45.05988307606629,Develop,0
39101,OH,Marion County,65020.0,12140.0,0.1867117809904644,0.3409390444810544,0.1583820362965241,59371.0,14.8,8.3,10.0,16.1,1144.0,94.2339373970346,39650,12.581076880088329,31.250952680982618,12.465011228292264,45.569620253164565,46.66666666666668,52.0,55.462184873949596,26.56711568385089,18.113272346935588,50.0,30.29576154720601,72.45410466980134,45.05118164011438,Develop,0
29211,MO,Sullivan County,5857.0,1218.0,0.2079562916168687,0.2807881773399014,0.136417961413693,56964.0,15.1,8.9,10.3,17.1,131.0,107.55336617405582,39650,15.522106749739942,23.156979009334517,9.085407591343333,47.46835443037975,53.33333333333334,54.400000000000006,63.86554621848741,30.32222573163576,16.234506228730215,50.0,31.077878455323884,70.95242397898127,45.033969388603964,Develop,0
39139,OH,Richland County,125099.0,25199.0,0.201432465487334,0.3063216794317235,0.1567478556982869,59509.0,14.5,8.3,9.7,15.6,2059.0,81.70959165046231,39650,14.618966741067377,26.592798034041238,12.2135604969186,43.67088607594937,46.66666666666668,49.599999999999994,51.26050420168068,23.036161215591534,18.220987230322518,50.0,29.206179184186425,74.36381516232791,45.011351776535946,Develop,0
17183,IL,Vermilion County,72386.0,14698.0,0.2030503135965518,0.3571914546196761,0.1414500041444478,56877.0,14.4,8.2,9.7,15.7,1354.0,92.12137705810314,39650,14.842937050265984,33.437896710469964,9.859686043992157,43.03797468354431,45.55555555555555,49.599999999999994,52.10084033613446,25.971527337828178,16.166599019638454,50.0,29.72779303545886,73.36568025830297,45.0010535634543,Develop,0
26107,MI,Mecosta County,41242.0,8399.0,0.2036516172833519,0.2765805453030122,0.158891421366568,60951.0,12.4,8.2,10.0,15.5,497.0,59.173711156090015,39650,14.926179829292993,22.590794936765025,12.54339011037637,30.379746835443044,45.55555555555555,52.0,50.4201680672269,16.68268219657446,19.34652970745262,50.0,27.464389265735825,77.52056587964827,44.984051080605184,Develop,0
26009,MI,Antrim County,24127.0,6930.0,0.2872300741907406,0.2549783549783549,0.1612301570854229,72054.0,12.8,8.5,9.0,14.3,406.0,58.58585858585859,39650,26.496544642427956,19.683977993837143,12.903250463405982,32.9113924050633,48.88888888888889,44.0,40.336134453781526,16.516950532698566,28.0128945643011,50.0,28.77102452713713,75.01180883772547,44.95529903584305,Develop,0
12069,FL,Lake County,412924.0,109863.0,0.2660610669275702,0.2198556383859898,0.155970590229679,73161.0,14.5,8.5,8.0,14.9,5189.0,47.23155202388429,39650,23.565967244496456,14.957822630054102,12.093962962372066,43.67088607594937,48.88888888888889,36.0,45.37815126050421,13.315862004783877,28.87695525929626,50.0,27.947750420640894,76.51318931958,44.94565403526958,Develop,0
48175,TX,Goliad County,7141.0,1752.0,0.2453437893852401,0.2888127853881279,0.1635625262568267,59359.0,15.6,8.5,8.4,15.6,172.0,98.17351598173516,39650,20.697926029457747,24.236780005639748,13.26213119826204,50.63291139240506,48.88888888888889,39.2,51.26050420168068,27.677790276215475,18.103905835336725,50.0,30.460655196160275,71.84604359748047,44.945541136622346,Develop,0
48285,TX,Lavaca County,20552.0,4950.0,0.2408524717789023,0.2949494949494949,0.1394024912417283,63240.0,14.6,8.4,8.7,15.3,370.0,74.74747474747474,39650,20.07616074304468,25.062543090712104,9.544636032113907,44.30379746835443,47.777777777777786,41.599999999999994,48.73949579831934,21.07335067964989,21.13319179493584,50.0,28.92945596023592,74.56969958771181,44.90354122985248,Develop,0
36099,NY,Seneca County,32920.0,7104.0,0.2157958687727825,0.3402308558558558,0.1632746051032806,68089.0,11.6,7.8,8.7,15.0,308.0,43.35585585585586,39650,16.607395603243802,31.155657960235416,13.21782888264575,25.31645569620253,41.111111111111114,41.599999999999994,46.21848739495799,12.223197607055877,24.918043023509945,50.0,26.893368791602576,78.30182840906629,44.886329657714874,Develop,0
48295,TX,Lipscomb County,2918.0,542.0,0.185743660041124,0.2656826568265683,0.1192597669636737,72560.0,14.8,8.0,8.3,15.5,10.0,18.45018450184502,39650,12.447052958355496,21.12436183950139,6.445282902454648,45.569620253164565,43.333333333333336,38.400000000000006,50.4201680672269,5.2016099463581815,28.407849136719847,50.0,25.341786261377493,81.11675978848704,44.86302699586584,Develop,0
17075,IL,Iroquois County,26449.0,5977.0,0.2259820787175318,0.2964698009034632,0.1598926235396423,66255.0,13.9,8.4,9.7,15.4,471.0,78.80207461937428,39650,18.017545652490682,25.2671173046697,12.697444698311145,39.873417721519,47.777777777777786,49.599999999999994,49.57983193277312,22.216452908251792,23.4865278341503,50.0,29.517045691692346,73.23499255021642,44.81832709217577,Develop,0
39047,OH,Fayette County,28876.0,5170.0,0.1790414184790137,0.3059961315280464,0.164600360160687,63275.0,14.3,8.2,10.2,16.1,415.0,80.27079303675049,39650,11.519213622612554,26.548991913091402,13.421822296327674,42.40506329113925,45.55555555555555,53.599999999999994,55.462184873949596,22.630524666041506,21.16051078709919,50.0,29.24879702394682,73.70505819754742,44.80848843470703,Develop,0
24041,MD,Talbot County,37917.0,11210.0,0.2956457525648126,0.3024085637823372,0.1516733918822691,84811.0,13.1,8.4,8.0,13.6,425.0,37.91257805530776,39650,27.661587316593618,26.06624444395047,11.4327547284232,34.810126582278485,47.777777777777786,36.0,34.45378151260504,10.688589216267683,37.97027693652627,50.0,28.41605302869175,75.2301928500949,44.80100196618285,Develop,0
48107,TX,Crosby County,5041.0,967.0,0.1918270184487205,0.2213029989658738,0.2084903788930767,52188.0,17.1,8.4,8.6,17.3,115.0,118.9245087900724,39650,13.289215863360274,15.152581225960487,20.175162363005757,60.12658227848103,47.777777777777786,40.8,65.54621848739497,33.52806080212052,12.506634612382527,50.0,31.055281476700674,70.30757617511895,44.793584621147076,Develop,0
26123,MI,Newaygo County,50792.0,10512.0,0.2069617262561033,0.2274543378995434,0.1762482280674122,63304.0,13.2,8.5,10.4,16.0,780.0,74.20091324200912,39650,15.384421938601179,15.980312857121662,15.214075188847186,35.44303797468354,48.88888888888889,55.2,54.6218487394958,20.919260092488436,21.183146523463112,50.0,28.70134501129481,74.63946299209243,44.77968630457397,Develop,0
39071,OH,Highland County,43517.0,8333.0,0.1914883838499896,0.2838113524540981,0.1798147850265413,65785.0,14.7,8.5,10.4,16.2,771.0,92.52370094803793,39650,13.242336248796349,23.563781121125665,15.762859917307582,44.936708860759495,48.88888888888889,55.2,56.30252100840336,26.08495340938497,23.119672796528146,50.0,30.53053508963463,71.21737378587983,44.77092863332045,Develop,0
48383,TX,Reagan County,3232.0,332.0,0.1027227722772277,0.5331325301204819,0.1092202970297029,57813.0,14.5,5.9,5.5,14.3,0.0,0.0,39650,0.9538764379632815,57.11274132282108,4.900513578780143,43.67088607594937,20.000000000000007,16.0,40.336134453781526,0.0,16.897186924349807,50.0,21.7861850766431,87.43084392269506,44.76181567276129,Develop,0
17149,IL,Pike County,14469.0,3152.0,0.2178450480337272,0.3128172588832487,0.1670467896882991,59777.0,13.3,8.2,9.7,15.3,267.0,84.70812182741116,39650,16.89107817521223,27.46685108699836,13.798253453713686,36.07594936708862,45.55555555555555,49.599999999999994,48.73949579831934,23.88152860968521,18.43017265603047,50.0,29.0995479696919,73.836107467864,44.75734379405213,Develop,0
26165,MI,Wexford County,34077.0,7065.0,0.2073245884320803,0.2591648973814578,0.188631628371042,61085.0,13.0,8.4,10.2,15.7,584.0,82.66100495399859,39650,15.434655550327154,20.24732421969346,17.119504164444784,34.17721518987342,47.777777777777786,53.599999999999994,52.10084033613446,23.304390560521764,19.451122420306596,50.0,29.085246683803334,73.84724846562105,44.751947307439536,Develop,0
48225,TX,Houston County,22051.0,4898.0,0.2221214457394222,0.2296855859534504,0.2141852977189243,56531.0,16.8,8.9,9.9,16.6,684.0,139.64883625969784,39650,17.483090559405575,16.280552302728648,21.05143730190647,58.227848101265835,53.33333333333334,51.2,59.66386554621851,39.370813642169786,15.896531268537887,50.0,33.26564764372376,66.07709311624525,44.74965355910628,Develop,0
26149,MI,St. Joseph County,60969.0,11403.0,0.187029473994981,0.2939577304218188,0.1646574488674572,66425.0,12.8,7.8,9.6,15.5,556.0,48.759098482855386,39650,12.625057399672594,24.929090052426755,13.430606513375674,32.9113924050633,41.111111111111114,48.8,50.4201680672269,13.746518991098226,23.61922008180087,50.0,26.906016318797427,77.85364853035571,44.73768759284283,Develop,0
48035,TX,Bosque County,18687.0,4785.0,0.2560603628190721,0.2353187042842215,0.1661582918606517,68914.0,14.3,8.4,8.7,15.2,326.0,68.12957157784744,39650,22.181498097719093,17.038551540737068,13.66154063945873,42.40506329113925,47.777777777777786,41.599999999999994,47.89915966386555,19.207583378096547,25.56199069593181,50.0,28.80166545671034,74.26723193326737,44.714613723505295,Develop,0
26023,MI,Branch County,45300.0,8787.0,0.1939735099337748,0.2805280528052805,0.1528697571743929,63724.0,13.3,8.3,10.2,16.3,640.0,72.83486969386594,39650,13.586370063968284,23.12197633631185,11.616838989378875,36.07594936708862,46.66666666666668,53.599999999999994,57.14285714285715,20.534135179159282,21.510974429423335,50.0,28.536804081975866,74.7529333226354,44.7124493162067,Develop,0
12103,FL,Pinellas County,963481.0,254248.0,0.2638848093527532,0.3079198263113181,0.1538286691693972,72646.0,13.1,8.2,8.1,14.2,13238.0,52.06727289890186,39650,23.2646923107431,26.807846617405968,11.764386404105805,34.810126582278485,45.55555555555555,36.8,39.49579831932773,14.679183536814516,28.47497580317837,50.0,27.85637539683401,75.8839563137985,44.66602871777158,Develop,0
29207,MO,Stoddard County,28470.0,5879.0,0.2064980681419037,0.2847423031127742,0.2051282051282051,57957.0,14.2,8.8,11.4,17.5,858.0,145.94318761694166,39650,15.320234422722487,23.689050971404725,19.65782599694299,41.77215189873418,52.222222222222236,63.2,67.22689075630252,41.1453628680834,17.00958506353617,50.0,33.757107938505825,64.76717490349327,44.61063137625143,Develop,0
12041,FL,Gilchrist County,19040.0,3851.0,0.2022584033613445,0.224357309789665,0.1900735294117647,63523.0,12.8,8.3,9.7,16.2,267.0,69.33264087250066,39650,14.733307240627877,15.563572996615815,17.341368915286445,32.9113924050633,46.66666666666668,49.599999999999994,56.30252100840336,19.546761406836612,21.35408536014237,50.0,28.034194550719967,75.34305561819716,44.59229592433698,Develop,0
06045,CA,Mendocino County,90244.0,22154.0,0.2454900048756704,0.3166019680418886,0.1846216923008732,68092.0,13.7,8.5,8.5,16.3,2222.0,100.29791459781528,39650,20.718167687753553,27.97612614388144,16.502496865072093,38.607594936708864,48.88888888888889,40.0,57.14285714285715,28.276716155267085,24.92038465140966,50.0,31.140394313380515,69.47169071918022,44.55634805541041,Develop,0
