fips,state,county,total_population,senior_population,senior_share,living_alone_65_share,disability_share,median_income,diabetes_prev,chd_prev,copd_prev,poor_physical_health_prev,healthcare_support_workers,healthcare_support_per_1k_seniors,healthcare_support_wage,senior_share_score,living_alone_65_share_score,disability_share_score,diabetes_prev_score,chd_prev_score,copd_prev_score,poor_physical_health_prev_score,healthcare_support_per_1k_seniors_score,median_income_score,healthcare_support_wage_score,care_demand_score,access_constraint_score,care_gap_score,priority_tier,high_gap
48269,TX,King County,211.0,65.0,0.3080568720379147,0.2,0.1800947867298578,46645.0,16.8,10.4,10.8,17.5,0.0,0.0,39650,29.37974753822005,12.286023835319616,15.805943670205366,58.227848101265835,70.0,58.400000000000006,67.22689075630252,0.0,8.180086796340817,50.0,37.734503079650864,90.04597396109776,56.043517888157275,Prioritize,1
06091,CA,Sierra County,2746.0,963.0,0.3506919155134741,0.3146417445482866,0.1569555717407137,63355.0,15.3,10.3,10.2,17.5,0.0,0.0,39650,35.28202218038901,27.71235609197963,12.245521683364338,48.73417721518988,68.8888888888889,53.599999999999994,67.22689075630252,0.0,21.22295419775828,50.0,39.27145898160519,86.13311374067251,55.67303814727875,Prioritize,1
48045,TX,Briscoe County,1301.0,320.0,0.2459646425826287,0.2875,0.2029208301306687,45417.0,17.5,9.9,10.4,17.7,3.0,9.375,39650,20.783875187350755,24.060130010834236,19.318178066876264,62.658227848101276,64.44444444444444,55.2,68.90756302521008,2.643068053993251,7.221580442723781,50.0,37.78964744361366,88.87983843748658,55.671214291469184,Prioritize,1
39121,OH,Noble County,14282.0,4243.0,0.2970872426830976,0.241810040065991,0.1741352751715446,56098.0,18.0,11.9,11.8,17.2,140.0,32.99552203629508,39650,27.861143125114555,17.912033560342454,14.8889559507427,65.82278481012659,86.66666666666667,66.4,64.70588235294117,9.302337090022599,15.558556308345562,50.0,40.98941538845199,82.71614770798391,55.59377170028816,Prioritize,1
48125,TX,Dickens County,1747.0,467.0,0.2673153978248426,0.3062098501070663,0.2724670864338867,49335.0,16.7,9.6,9.8,16.7,9.0,19.271948608137045,39650,23.73961326064521,26.577750144417813,30.019233403482477,57.594936708860764,61.111111111111114,50.4,60.50420168067227,5.433287648465783,10.279746479752724,50.0,38.886437467584884,86.427767849418,55.525903101226476,Prioritize,1
12107,FL,Putnam County,75164.0,17887.0,0.2379729657814911,0.2825515737686588,0.1949071363950827,47934.0,17.5,10.8,13.0,19.3,1075.0,60.09951361323867,39650,19.677530089830118,23.39426377255409,18.085114136860632,62.658227848101276,74.44444444444446,76.0,82.35294117647061,16.94369114577959,9.186206250585407,50.0,41.5911062626144,80.42510799464561,55.18300686882532,Prioritize,1
12043,FL,Glades County,12563.0,3261.0,0.2595717583379766,0.1769395890831033,0.1926291490885935,45870.0,17.7,10.9,11.7,18.8,102.0,31.278748850046,39650,22.667605746272013,9.182986960044893,17.734601118351833,63.9240506329114,75.55555555555557,65.6,78.15126050420169,8.818331931139703,7.57516625558088,50.0,38.914356373511964,85.3773675611989,55.17641028920239,Prioritize,1
48403,TX,Sabine County,10023.0,3061.0,0.3053975855532276,0.2603724273113361,0.2587049785493365,66585.0,16.6,10.4,11.1,16.9,81.0,26.46194054230644,39650,29.01160345050899,20.4098109123163,27.901663230059615,56.96202531645571,70.0,60.8,62.184873949579824,7.460342367364159,23.744106903119047,50.0,40.88939507209017,81.273579627014,55.02385966631351,Prioritize,1
48377,TX,Presidio County,5930.0,1157.0,0.1951096121416526,0.3535004321521175,0.1669477234401349,43802.0,22.2,10.6,8.4,19.2,58.0,50.129645635263614,39650,13.743648835275584,32.94122824842145,13.78301016874126,92.40506329113924,72.22222222222221,39.2,81.5126050420168,14.132913593233864,5.961004090043398,50.0,39.667687535368195,82.93859629670835,54.81250560183725,Prioritize,1
26141,MI,Presque Isle County,13209.0,4450.0,0.3368915133621016,0.2548314606741573,0.1970626088273147,59321.0,15.6,10.8,11.9,17.0,164.0,36.853932584269664,39650,33.37153360034398,19.6642117180177,18.416775839444277,50.63291139240506,74.44444444444446,67.2,63.025210084033624,10.390128200267103,18.074245215273656,50.0,40.50612691776582,81.363155925271,54.806087070392635,Prioritize,1
48443,TX,Terrell County,835.0,317.0,0.3796407185628742,0.4542586750788643,0.2526946107784431,44886.0,15.0,7.8,5.6,13.0,0.0,0.0,39650,39.289612468354015,46.49937968016788,26.976850284999493,46.83544303797469,41.111111111111114,16.799999999999997,29.411764705882355,0.0,6.807112304474071,50.0,35.6085120116104,90.45786630865778,54.805786015576984,Prioritize,1
48267,TX,Kimble County,4389.0,1371.0,0.3123718386876281,0.3603209336250911,0.2205513784461152,69455.0,16.6,9.9,10.1,16.5,28.0,20.423048869438368,39650,29.977099297765168,33.85900320285625,22.03098366083564,56.96202531645571,64.44444444444444,52.800000000000004,58.82352941176471,5.757814190075257,25.98426426051391,50.0,40.28232195430335,81.53792291730444,54.72178229135373,Prioritize,1
39105,OH,Meigs County,21896.0,4639.0,0.2118651808549506,0.3129984910541065,0.2193551333576909,46873.0,17.3,10.3,12.9,18.5,291.0,62.72903643026515,39650,16.063242302755235,27.491237907822345,21.846917895576336,61.39240506329116,68.8888888888889,75.2,75.63025210084035,17.68502530630535,8.358050516719223,50.0,40.62003444627947,80.2658209265163,54.49605971436236,Prioritize,1
12027,FL,DeSoto County,35386.0,8417.0,0.2378624314700729,0.2005465130093857,0.2024246877296106,54417.0,17.6,10.7,12.1,19.5,360.0,42.77058334323393,39650,19.662228032879078,12.359563289020269,19.241836829104795,63.29113924050635,73.33333333333333,68.8,84.03361344537817,12.058193331750129,14.246464141871428,50.0,39.56366746931555,81.59405442497601,54.27430290379671,Prioritize,1
26071,MI,Iron County,11667.0,3662.0,0.3138767463786749,0.315401419989077,0.2240507414073883,55940.0,15.3,10.3,11.5,16.7,194.0,52.97651556526488,39650,30.185434455409904,27.814578941108742,22.569429275049398,48.73417721518988,68.8888888888889,64.0,60.50420168067227,14.9355238295923,15.43523057229386,50.0,40.445158088503774,79.65489272203608,54.168565210240075,Prioritize,1
26097,MI,Mackinac County,10957.0,3255.0,0.2970703659760883,0.2344086021505376,0.199598430227252,63909.0,16.4,10.4,11.7,17.6,85.0,26.1136712749616,39650,27.858806761604537,16.916087093279277,18.806961689365053,55.69620253164557,70.0,65.6,68.06722689075633,7.3621557673954365,21.655374816572483,50.0,39.19985003450623,81.95420188296077,54.16387318146532,Prioritize,1
26035,MI,Clare County,31218.0,7988.0,0.2558780190915497,0.2975713570355533,0.2411749631622781,49384.0,15.4,10.2,12.7,18.1,551.0,68.97846770155233,39650,22.156254948624365,25.415344034469907,25.20432659858675,49.367088607594944,67.77777777777777,73.6,72.26890756302524,19.446910335507013,10.317993068781417,50.0,40.693608056883726,78.70880139483671,53.99892572516727,Prioritize,1
29179,MO,Reynolds County,6010.0,1424.0,0.2369384359400998,0.3103932584269663,0.2815307820299501,45028.0,15.9,10.2,12.7,18.6,135.0,94.80337078651684,39650,19.534312709204922,27.14067464423534,31.41386071030331,52.53164556962027,67.77777777777777,73.6,76.47058823529413,26.727654478583435,6.9179493583939555,50.0,42.27545267426641,75.72440522926092,53.98258606851449,Prioritize,1
